285.386694,201.773752,432.956139,148.243660,
432.956139,148.243660,583.958300,127.012950,
583.958300,127.012950,885.624967,133.679617,
885.624967,133.679617,1045.624967,116.179617,
1045.624967,116.179617,1207.291633,141.179617,
1207.291633,141.179617,1181.458300,166.179617,
1181.458300,166.179617,1188.124967,193.679617,
1188.124967,193.679617,1256.458300,195.346283,
1256.458300,195.346283,1292.291633,235.346283,
1292.291633,235.346283,1275.624967,292.012950,
1275.624967,292.012950,1154.791633,374.512950,
1154.791633,374.512950,1121.458300,361.179617,
1121.458300,361.179617,1130.624967,312.012950,
1130.624967,312.012950,1115.624967,267.846283,
1115.624967,267.846283,1048.124967,275.346283,
1048.124967,275.346283,1036.458300,361.179617,
1036.458300,361.179617,1063.958300,434.512950,
1063.958300,434.512950,1148.958300,487.012950,
1148.958300,487.012950,1138.551872,535.992341,
1138.551872,535.992341,1028.598168,595.309471,
1028.598168,595.309471,1036.314217,633.889718,
1036.314217,633.889718,1109.616686,678.257002,
1109.616686,678.257002,1019.435359,683.079533,
1019.435359,683.079533,984.230884,715.872743,
984.230884,715.872743,982.784125,725.148965,
982.784125,725.148965,1085.021779,834.620415,
1085.021779,834.620415,1100.617461,986.492251,
1100.617461,986.492251,1178.260208,1111.878054,
1178.260208,1111.878054,1269.888294,1101.750739,
1269.888294,1101.750739,1308.815256,1129.698378,
1308.815256,1129.698378,1273.128528,1166.349612,
1273.128528,1166.349612,1313.155534,1216.503933,
1313.155534,1216.503933,1303.028219,1253.155168,
1303.028219,1253.155168,1191.145503,1261.353470,
1191.145503,1261.353470,1176.677910,1317.294828,
1176.677910,1317.294828,1066.977977,1352.148635,
1066.977977,1352.148635,764.086956,1225.361506,
764.086956,1225.361506,764.569209,1183.887741,
764.569209,1183.887741,672.458869,1190.639284,
672.458869,1190.639284,583.724301,1223.432494,
583.724301,1223.432494,513.315351,1245.616136,
513.315351,1245.616136,525.853931,1291.912432,
285.370867,201.845891,285.370867,201.845891,
285.370867,201.845891,274.517692,199.907824,
274.517692,199.907824,156.489412,136.726840,
156.489412,136.726840,141.953909,137.695874,
141.953909,137.695874,115.208585,150.874729,
115.208585,150.874729,113.851938,160.758871,
113.851938,160.758871,248.353787,232.661156,
248.353787,232.661156,252.617535,239.638198,
252.617535,239.638198,252.423728,248.747112,
252.423728,248.747112,247.578561,254.173700,
247.578561,254.173700,206.103927,268.903009,
206.103927,268.903009,138.021504,319.533949,
138.021504,319.533949,95.880175,385.676299,
95.880175,385.676299,81.367930,453.214058,
81.367930,453.214058,84.716909,463.540079,
84.716909,463.540079,120.160278,480.564059,
120.160278,480.564059,158.952627,487.541101,
158.952627,487.541101,176.534771,485.029366,
176.534771,485.029366,188.535282,491.727325,
188.535282,491.727325,199.698548,509.867632,
199.698548,509.867632,224.665645,602.571007,
224.665645,602.571007,223.270237,611.501620,
223.270237,611.501620,216.293196,618.757743,
216.293196,618.757743,195.082991,680.713869,
195.082991,680.713869,175.826357,699.970502,
175.826357,699.970502,121.684517,723.692442,
121.684517,723.692442,95.624061,744.431082,
95.624061,744.431082,89.930795,753.473327,
89.930795,753.473327,86.916714,768.878634,
86.916714,768.878634,89.260999,780.600063,
89.679017,780.892498,89.679017,780.892498,
89.679017,780.892498,276.953965,870.109319,
276.953965,870.109319,301.870375,870.913074,
301.870375,870.913074,379.834624,850.819196,
379.834624,850.819196,520.491774,828.314052,
520.491774,828.314052,538.576265,828.715929,
538.576265,828.715929,573.941491,841.977889,
573.941491,841.977889,608.408545,837.848421,
608.408545,837.848421,674.316467,800.473807,
674.316467,800.473807,693.204713,798.062542,
693.204713,798.062542,786.440310,804.894460,
786.440310,804.894460,845.114435,784.398704,
845.114435,784.398704,866.413947,785.202459,
866.413947,785.202459,877.666519,798.062542,
877.666519,798.062542,877.666519,819.362053,
877.666519,819.362053,911.353018,855.878645,
911.353018,855.878645,917.381181,877.178156,
917.381181,877.178156,1085.634096,1089.400698,
1085.634096,1089.400698,1096.082913,1113.513353,
1096.082913,1113.513353,1099.297933,1136.420374,
1099.297933,1136.420374,1098.092300,1158.523641,
1098.092300,1158.523641,1078.779566,1225.624221,
1078.779566,1225.624221,1069.134504,1238.484303,
1069.134504,1238.484303,1046.227483,1243.306834,
1046.227483,1243.306834,1026.133604,1242.101201,
1026.133604,1242.101201,920.037925,1169.361361,
920.037925,1169.361361,787.189664,1117.036210,
787.189664,1117.036210,759.362134,1112.615556,
759.362134,1112.615556,621.920005,1120.251230,
621.920005,1120.251230,507.786774,1161.242743,
507.786774,1161.242743,220.910956,1247.678047,
220.910956,1247.678047,163.040586,1244.463027,
163.040586,1244.463027,128.077237,1250.491190,
128.077237,1250.491190,115.619033,1266.164416,
115.619033,1266.164416,121.647196,1286.258294,
121.647196,1286.258294,142.544830,1297.912744,
142.544830,1297.912744,137.722299,1319.212255,
137.722299,1319.212255,148.171116,1339.306134,
148.171116,1339.306134,292.445164,1394.363361,
292.445164,1394.363361,299.678960,1393.559606,
299.678960,1393.559606,324.595370,1376.680748,
324.595370,1376.680748,382.867618,1364.222543,
382.867618,1364.222543,393.718312,1369.848829,
393.718312,1369.848829,400.550231,1385.120177,
400.550231,1385.120177,398.331118,1419.070046,
398.331118,1419.070046,401.948016,1426.705720,
401.948016,1426.705720,446.958305,1430.322618,
446.958305,1430.322618,482.725408,1424.696332,
